Row_Number,Acupoint_Code,Relation,Action_Target,Indication,Pinyin_Name,Chinese_Name,SNOMED_code,Mesh_Term,Mesh_Id,NCT_Ids,PMIDs,Acupoint,Anatomy,UBERON code,SNOMED CT code,,,,,,,,,,,,
350,SP17,disinhibits,Water,,,,,,,,,,,,,,,,,,,,,,,,
351,SP17,courses,Triple Burner,,,,,,,,,,,,,,,,,,,,,,,,
352,SP18,loosens,Chest,,,,,,,,,,,,,,,,,,,,,,,,
353,SP18,rectifies,Qi,,,,,,,,,,,,,,,,,,,,,,,,
354,SP18,downbears,Counterflow,,,,,,,,,,,,,,,,,,,,,,,,
355,SP18,suppresses,Cough,,,,,,,,,,,,,,,,,,,,,,,,
356,SP19,diffuses,Lung Qi,,,,,,,,,,,,,,,,,,,,,,,,
357,SP19,downbears,Lung Qi,,,,,,,,,,,,,,,,,,,,,,,,
358,SP19,suppresses,Cough,,,,,,,,,,,,,,,,,,,,,,,,
359,SP19,stabilizes,Dyspnea,,,,,,,,,,,,,,,,,,,,,,,,
360,SP20,diffuses,Lung Qi,,,,,,,,,,,,,,,,,,,,,,,,
361,SP20,downbears,Lung Qi,,,,,,,,,,,,,,,,,,,,,,,,
362,SP20,suppresses,Cough,,,,,,,,,,,,,,,,,,,,,,,,
363,SP20,stabilizes,Dyspnea,,,,,,,,,,,,,,,,,,,,,,,,
364,SP21,moves,Blood,,,,,,,,,,,,,,,,,,,,,,,,
365,HT1,nourishes,Heart Yin,,,,,,,,,,,,,,,,,,,,,,,,
366,HT1,clears,Empty Heat,,,,,,,,,,,,,,,,,,,,,,,,
367,HT2,frees,Channels,,,,,,,,,,,,,,,,,,,,,,,,
368,HT2,quickens,Connecting Vessels,,,,,,,,,,,,,,,,,,,,,,,,
369,HT2,regulates,Qi,,,,,,,,,,,,,,,,,,,,,,,,
370,HT2,regulates,Blood,,,,,,,,,,,,,,,,,,,,,,,,
371,HT3,removes,Channel Obstructions,,,,,,,,,,,,,,,,,,,,,,,,
372,HT3,calms,Mind,,,,,,,,,,,,,,,,,,,,,,,,
373,HT3,clears,Heat,,,,,,,,,,,,,,,,,,,,,,,,
374,HT4,removes,Channel Obstructions,,,,,,,,,,,,,,,,,,,,,,,,
375,HT5,calms,Mind,,,,,,,,,,,,,,,,,,,,,,,,
376,HT5,tonifies,Heart Qi,,,,,,,,,,,,,,,,,,,,,,,,
377,HT5,opens,Into Tongue,,,,,,,,,,,,,,,,,,,,,,,,
378,HT5,benefits,Bladder,,,,,,,,,,,,,,,,,,,,,,,,
379,HT6,nourishes,Heart Yin,,,,,,,,,,,,,,,,,,,,,,,,
380,HT6,clears,Heat,,,,,,,,,,,,,,,,,,,,,,,,
381,HT6,stops,Sweating,,,,,,,,,,,,,,,,,,,,,,,,
382,HT6,calms,Mind,,,,,,,,,,,,,,,,,,,,,,,,
383,HT7,calms,Mind,,,,,,,,,,,,,,,,,,,,,,,,
384,HT7,nourishes,Heart Blood,,,,,,,,,,,,,,,,,,,,,,,,
385,HT7,opens,Orifices,,,,,,,,,,,,,,,,,,,,,,,,
386,HT8,clears,Heart Fire,,,,,,,,,,,,,,,,,,,,,,,,
387,HT8,clears,Empty Heat,,,,,,,,,,,,,,,,,,,,,,,,
388,HT8,clears,Phlegm Fire,,,,,,,,,,,,,,,,,,,,,,,,
389,HT8,calms,Mind,,,,,,,,,,,,,,,,,,,,,,,,
390,HT9,clears,Heat,,,,,,,,,,,,,,,,,,,,,,,,
391,HT9,subdues,Wind,,,,,,,,,,,,,,,,,,,,,,,,
392,HT9,opens,Heart Orifices,,,,,,,,,,,,,,,,,,,,,,,,
393,HT9,relieves,Fullness,,,,,,,,,,,,,,,,,,,,,,,,
394,HT9,restores,Consciousness,,,,,,,,,,,,,,,,,,,,,,,,
395,SI1,expels,Wind Heat,,,,,,,,,,,,,,,,,,,,,,,,
396,SI1,subdues,Wind,,,,,,,,,,,,,,,,,,,,,,,,
397,SI1,opens,Orifices,,,,,,,,,,,,,,,,,,,,,,,,
398,SI1,removes,Channel Obstructions,,,,,,,,,,,,,,,,,,,,,,,,
399,SI1,promotes,Lactation,,,,,,,,,,,,,,,,,,,,,,,,
400,SI2,clears,Heat,,,,,,,,,,,,,,,,,,,,,,,,
401,SI3,eliminates,Interior Wind,,,,,,,,,,,,,,,,,,,,,,,,
402,SI3,expels,Exterior Wind,,,,,,,,,,,,,,,,,,,,,,,,
403,SI3,benefits,Sinews,,,,,,,,,,,,,,,,,,,,,,,,
404,SI3,resolves,Damp,,,,,,,,,,,,,,,,,,,,,,,,
405,SI3,resolves,Jaundice,,,,,,,,,,,,,,,,,,,,,,,,
406,SI3,clears,Mind,,,,,,,,,,,,,,,,,,,,,,,,
407,SI4,removes,Channel Obstructions,,,,,,,,,,,,,,,,,,,,,,,,
408,SI4,eliminates,Damp Heat,,,,,,,,,,,,,,,,,,,,,,,,
409,SI5,clears,Mind,,,,,,,,,,,,,,,,,,,,,,,,
410,SI5,removes,Channel Obstructions,,,,,,,,,,,,,,,,,,,,,,,,
411,SI5,expels,Exterior Damp Heat,,,,,,,,,,,,,,,,,,,,,,,,
412,SI6,benefits,Sinews,,,,,,,,,,,,,,,,,,,,,,,,
413,SI6,brightens,Eyes,,,,,,,,,,,,,,,,,,,,,,,,
414,SI6,removes,Channel Obstructions,,,,,,,,,,,,,,,,,,,,,,,,
415,SI7,removes,Channel Obstructions,,,,,,,,,,,,,,,,,,,,,,,,
416,SI7,calms,Mind,,,,,,,,,,,,,,,,,,,,,,,,
417,SI8,resolves,Damp Heat,,,,,,,,,,,,,,,,,,,,,,,,
418,SI8,removes,Channel Obstructions,,,,,,,,,,,,,,,,,,,,,,,,
419,SI8,calms,Mind,,,,,,,,,,,,,,,,,,,,,,,,
420,SI9,courses,Wind,,,,,,,,,,,,,,,,,,,,,,,,
421,SI9,quickens,Connecting Vessels,,,,,,,,,,,,,,,,,,,,,,,,
422,SI9,dissipates,Pain,,,,,,,,,,,,,,,,,,,,,,,,
423,SI9,binds,Pain,,,,,,,,,,,,,,,,,,,,,,,,
424,SI9,relieves,Pain,,,,,,,,,,,,,,,,,,,,,,,,
425,SI10,quickens,Blood,,,,,,,,,,,,,,,,,,,,,,,,
426,SI10,frees,Connecting Vessels,,,,,,,,,,,,,,,,,,,,,,,,
427,SI10,soothes,Sinews,,,,,,,,,,,,,,,,,,,,,,,,
428,SI10,dissipates,Binds,,,,,,,,,,,,,,,,,,,,,,,,
429,SI11,resolves,Tai Yang Channel Pathogens,,,,,,,,,,,,,,,,,,,,,,,,
430,SI11,diffuses,Chest Qi Stagnation,,,,,,,,,,,,,,,,,,,,,,,,
431,SI11,diffuses,Lateral Costal Region Qi stagnation,,,,,,,,,,,,,,,,,,,,,,,,
432,SI12,frees,Channels,,,,,,,,,,,,,,,,,,,,,,,,
433,SI12,quickens,Connecting Vessels,,,,,,,,,,,,,,,,,,,,,,,,
434,SI13,soothes,Sinews,,,,,,,,,,,,,,,,,,,,,,,,
435,SI13,quickens,Blood,,,,,,,,,,,,,,,,,,,,,,,,
436,SI14,courses,Wind,,,,,,,,,,,,,,,,,,,,,,,,
437,SI14,quickens,Connecting Vessels,,,,,,,,,,,,,,,,,,,,,,,,
438,SI14,warms,Channels,,,,,,,,,,,,,,,,,,,,,,,,
439,SI14,dissipates,Cold,,,,,,,,,,,,,,,,,,,,,,,,
440,SI15,diffuses,Lungs,,,,,,,,,,,,,,,,,,,,,,,,
441,SI15,clears,Heat,,,,,,,,,,,,,,,,,,,,,,,,
442,SI15,transforms,Phlegm,,,,,,,,,,,,,,,,,,,,,,,,
443,SI15,brightens,Eyes,,,,,,,,,,,,,,,,,,,,,,,,
444,SI16,dispels,Wind,,,,,,,,,,,,,,,,,,,,,,,,
445,SI16,quickens,Connecting Vessels,,,,,,,,,,,,,,,,,,,,,,,,
446,SI16,quiets,Spirit,,,,,,,,,,,,,,,,,,,,,,,,
447,SI16,nourishes,Heart,,,,,,,,,,,,,,,,,,,,,,,,
448,SI17,resolves,Damp Heat,,,,,,,,,,,,,,,,,,,,,,,,
449,SI17,expels,Fire Poison,,,,,,,,,,,,,,,,,,,,,,,,
450,SI17,removes,Channel Obstructions,,,,,,,,,,,,,,,,,,,,,,,,
451,SI18,expels,Wind,,,,,,,,,,,,,,,,,,,,,,,,
452,SI18,relieves,Pain,,,,,,,,,,,,,,,,,,,,,,,,
453,SI19,benefits,Ears,,,,,,,,,,,,,,,,,,,,,,,,
454,BL1,expels,Wind,,,,,,,,,,,,,,,,,,,,,,,,
455,BL1,clears,Heat,,,,,,,,,,,,,,,,,,,,,,,,
456,BL1,brightens,Eyes,,,,,,,,,,,,,,,,,,,,,,,,
457,BL1,stops,Pain,,,,,,,,,,,,,,,,,,,,,,,,
458,BL1,stops,Itching,,,,,,,,,,,,,,,,,,,,,,,,
459,BL1,stops,Lacrimation,,,,,,,,,,,,,,,,,,,,,,,,
460,BL2,expels,Wind,,,,,,,,,,,,,,,,,,,,,,,,
461,BL2,brightens,Eyes,,,,,,,,,,,,,,,,,,,,,,,,
462,BL2,soothes,Liver,,,,,,,,,,,,,,,,,,,,,,,,
463,BL2,removes,Channel Obstructions,,,,,,,,,,,,,,,,,,,,,,,,
464,BL2,stops,Pain,,,,,,,,,,,,,,,,,,,,,,,,
465,BL3,dispels,Wind,,,,,,,,,,,,,,,,,,,,,,,,
466,BL3,clears,Heat,,,,,,,,,,,,,,,,,,,,,,,,
467,BL3,brightens,Eyes,,,,,,,,,,,,,,,,,,,,,,,,
468,BL4,discharges,Heat,,,,,,,,,,,,,,,,,,,,,,,,
469,BL4,opens,Portals,,,,,,,,,,,,,,,,,,,,,,,,
470,BL4,clears,Head,,,,,,,,,,,,,,,,,,,,,,,,
471,BL4,brightens,Eyes,,,,,,,,,,,,,,,,,,,,,,,,
472,BL5,subdues,Interior Wind,,,,,,,,,,,,,,,,,,,,,,,,
473,BL5,restores,Consciousness,,,,,,,,,,,,,,,,,,,,,,,,
474,BL6,clears,Heat,,,,,,,,,,,,,,,,,,,,,,,,
475,BL6,eliminates,Vexation,,,,,,,,,,,,,,,,,,,,,,,,
476,BL6,brithens,Eyes,,,,,,,,,,,,,,,,,,,,,,,,
477,BL6,opens,Portals,,,,,,,,,,,,,,,,,,,,,,,,
478,BL7,subdues,Wind,,,,,,,,,,,,,,,,,,,,,,,,
479,BL7,clears,Nose,,,,,,,,,,,,,,,,,,,,,,,,
480,BL7,brightens,Eyes,,,,,,,,,,,,,,,,,,,,,,,,
481,BL7,stops,Convulsions,,,,,,,,,,,,,,,,,,,,,,,,
482,BL7,opens,Orifices,,,,,,,,,,,,,,,,,,,,,,,,
483,BL8,dissipates,Wind,,,,,,,,,,,,,,,,,,,,,,,,
484,BL8,clears,Heat,,,,,,,,,,,,,,,,,,,,,,,,
485,BL8,clears,Head,,,,,,,,,,,,,,,,,,,,,,,,
486,BL8,brightens,Eyes,,,,,,,,,,,,,,,,,,,,,,,,
487,BL9,dispels,Wind,,,,,,,,,,,,,,,,,,,,,,,,
488,BL9,quickens,Connecting Vessels,,,,,,,,,,,,,,,,,,,,,,,,
489,BL9,frees,Portals,,,,,,,,,,,,,,,,,,,,,,,,
490,BL9,brightens,Eyes,,,,,,,,,,,,,,,,,,,,,,,,
491,BL10,expels,Wind,,,,,,,,,,,,,,,,,,,,,,,,
492,BL10,clears,Brain,,,,,,,,,,,,,,,,,,,,,,,,
493,BL10,opens,Orifices,,,,,,,,,,,,,,,,,,,,,,,,
494,BL10,soothes,Sinews,,,,,,,,,,,,,,,,,,,,,,,,
495,BL10,removes,Channel Obstructions,,,,,,,,,,,,,,,,,,,,,,,,
496,BL10,brightens,Eyes,,,,,,,,,,,,,,,,,,,,,,,,
497,BL10,invigorates,Lower Back,,,,,,,,,,,,,,,,,,,,,,,,
498,BL11,nourishes,Blood,,,,,,,,,,,,,,,,,,,,,,,,
499,BL11,expels,Wind,,,,,,,,,,,,,,,,,,,,,,,,
500,BL11,strengthens,Bones,,,,,,,,,,,,,,,,,,,,,,,,
501,BL11,soothes,Sinews,,,,,,,,,,,,,,,,,,,,,,,,
502,BL11,releases,Exterior,,,,,,,,,,,,,,,,,,,,,,,,
503,BL12,expels,Exterior Wind,,,,,,,,,,,,,,,,,,,,,,,,
504,BL12,prevents,Exterior Wind,,,,,,,,,,,,,,,,,,,,,,,,
505,BL12,releases,Exterior,,,,,,,,,,,,,,,,,,,,,,,,
506,BL12,stimulates,Lung Dispersing Function,,,,,,,,,,,,,,,,,,,,,,,,
507,BL12,regulates,Nutritive Qi,,,,,,,,,,,,,,,,,,,,,,,,
508,BL12,regulates,Defensive Qi,,,,,,,,,,,,,,,,,,,,,,,,
509,BL13,stimulates,Lung Dispersing Function,,,,,,,,,,,,,,,,,,,,,,,,
510,BL13,stimulates,Lung Descending Function,,,,,,,,,,,,,,,,,,,,,,,,
511,BL13,regulates,Lung Qi,,,,,,,,,,,,,,,,,,,,,,,,
512,BL13,regulates,Nutritive Qi,,,,,,,,,,,,,,,,,,,,,,,,
513,BL13,regulates,Defensive Qi,,,,,,,,,,,,,,,,,,,,,,,,
514,BL13,tonifies,Lung Qi,,,,,,,,,,,,,,,,,,,,,,,,
515,BL13,stops,Cough,,,,,,,,,,,,,,,,,,,,,,,,
516,BL13,clears,Heat,,,,,,,,,,,,,,,,,,,,,,,,
517,BL14,regulates,Heart,,,,,,,,,,,,,,,,,,,,,,,,
518,BL15,calms,Mind,,,,,,,,,,,,,,,,,,,,,,,,
519,BL15,clears,Heat,,,,,,,,,,,,,,,,,,,,,,,,
520,BL15,stimulates,Brain,,,,,,,,,,,,,,,,,,,,,,,,
521,BL15,invigorates,Blood,,,,,,,,,,,,,,,,,,,,,,,,
522,BL15,nourishes,Heart,,,,,,,,,,,,,,,,,,,,,,,,
523,BL16,regulates,Heart,,,,,,,,,,,,,,,,,,,,,,,,
524,BL16,invigorates,Blood,,,,,,,,,,,,,,,,,,,,,,,,
525,BL17,nourishes,Blood,,,,,,,,,,,,,,,,,,,,,,,,
526,BL17,invigorates,Blood,,,,,,,,,,,,,,,,,,,,,,,,
527,BL17,opens,Chest,,,,,,,,,,,,,,,,,,,,,,,,
528,BL17,removes,Diaphragm Obstructions,,,,,,,,,,,,,,,,,,,,,,,,
529,BL17,tonifies,Qi,,,,,,,,,,,,,,,,,,,,,,,,
530,BL17,tonifies,Blood,,,,,,,,,,,,,,,,,,,,,,,,
531,BL17,clears,Heat,,,,,,,,,,,,,,,,,,,,,,,,
532,BL17,calms,Mind,,,,,,,,,,,,,,,,,,,,,,,,
533,BL17,pacifies,Stomach Qi,,,,,,,,,,,,,,,,,,,,,,,,
534,BL18,benefits,Liver,,,,,,,,,,,,,,,,,,,,,,,,
535,BL18,benefits,Gallbladder,,,,,,,,,,,,,,,,,,,,,,,,
536,BL18,resolves,Damp Heat,,,,,,,,,,,,,,,,,,,,,,,,
537,BL18,moves,Stagnant Qi,,,,,,,,,,,,,,,,,,,,,,,,
538,BL18,benefits,Eyes,,,,,,,,,,,,,,,,,,,,,,,,
539,BL18,eliminates,Wind,,,,,,,,,,,,,,,,,,,,,,,,
540,BL19,resolves,Liver Damp Heat,,,,,,,,,,,,,,,,,,,,,,,,
541,BL19,resolves,Gallbladder Damp Heat,,,,,,,,,,,,,,,,,,,,,,,,
542,BL19,pacifies,Stomach,,,,,,,,,,,,,,,,,,,,,,,,
543,BL19,relaxes,Diaphragm,,,,,,,,,,,,,,,,,,,,,,,,
544,BL20,tonifies,Spleen,,,,,,,,,,,,,,,,,,,,,,,,
545,BL20,tonifies,Stomach,,,,,,,,,,,,,,,,,,,,,,,,
546,BL20,resolves,Damp,,,,,,,,,,,,,,,,,,,,,,,,
547,BL20,nourishes,Blood,,,,,,,,,,,,,,,,,,,,,,,,
548,BL21,regulates,Stomach Qi,,,,,,,,,,,,,,,,,,,,,,,,
549,BL21,tonifies,Stomach Qi,,,,,,,,,,,,,,,,,,,,,,,,
550,BL21,resolves,Damp,,,,,,,,,,,,,,,,,,,,,,,,
551,BL21,pacifies,Stomach,,,,,,,,,,,,,,,,,,,,,,,,
552,BL21,relieves,Food Retention,,,,,,,,,,,,,,,,,,,,,,,,
553,BL22,resolves,Damp,,,,,,,,,,,,,,,,,,,,,,,,
554,BL22,opens,Water Passages,,,,,,,,,,,,,,,,,,,,,,,,
555,BL22,regulates,Fluid Transformation,,,,,,,,,,,,,,,,,,,,,,,,
556,BL23,tonifies,Kidneys,,,,,,,,,,,,,,,,,,,,,,,,
557,BL23,nourishes,Kidney Essence,,,,,,,,,,,,,,,,,,,,,,,,
558,BL23,strengthens,Lower Back,,,,,,,,,,,,,,,,,,,,,,,,
559,BL23,nourishes,Blood,,,,,,,,,,,,,,,,,,,,,,,,
560,BL23,benefits,Bones,,,,,,,,,,,,,,,,,,,,,,,,
561,BL23,benefits,Marrow,,,,,,,,,,,,,,,,,,,,,,,,
562,BL23,resolves,Damp,,,,,,,,,,,,,,,,,,,,,,,,
563,BL23,strengthens,Kidney Function Of Reception Of Qi,,,,,,,,,,,,,,,,,,,,,,,,
564,BL23,brightens,Eyes,,,,,,,,,,,,,,,,,,,,,,,,
565,BL23,benefits,Ears,,,,,,,,,,,,,,,,,,,,,,,,
566,BL24,strengthens,Lower Back,,,,,,,,,,,,,,,,,,,,,,,,
567,BL24,removes,Channel Obstructions,,,,,,,,,,,,,,,,,,,,,,,,
568,BL24,regulates,Qi,,,,,,,,,,,,,,,,,,,,,,,,
569,BL24,regulates,Blood,,,,,,,,,,,,,,,,,,,,,,,,
570,BL25,promotes,Large Intestine Function,,,,,,,,,,,,,,,,,,,,,,,,
571,BL25,strengthens,Lower Back,,,,,,,,,,,,,,,,,,,,,,,,
572,BL25,removes,Channel Obstructions,,,,,,,,,,,,,,,,,,,,,,,,
573,BL25,relieves,Fullness,,,,,,,,,,,,,,,,,,,,,,,,
574,BL25,relieves,Swelling,,,,,,,,,,,,,,,,,,,,,,,,
575,BL26,strengthens,Lower Back,,,,,,,,,,,,,,,,,,,,,,,,
576,BL26,removes,Channel Obstructions,,,,,,,,,,,,,,,,,,,,,,,,
577,BL27,promotes,Small Intestine Function,,,,,,,,,,,,,,,,,,,,,,,,
578,BL27,resolves,Damp,,,,,,,,,,,,,,,,,,,,,,,,
579,BL27,clears,Heat,,,,,,,,,,,,,,,,,,,,,,,,
580,BL27,benefits,Urination,,,,,,,,,,,,,,,,,,,,,,,,
581,BL28,regulates,Bladder,,,,,,,,,,,,,,,,,,,,,,,,
582,BL28,resolves,Damp,,,,,,,,,,,,,,,,,,,,,,,,
583,BL28,clears,Heat,,,,,,,,,,,,,,,,,,,,,,,,
584,BL28,stops,Pain,,,,,,,,,,,,,,,,,,,,,,,,
585,BL28,eliminates,Stagnation,,,,,,,,,,,,,,,,,,,,,,,,
586,BL28,opens,Lower Burner Water Passages,,,,,,,,,,,,,,,,,,,,,,,,
587,BL28,strengthens,Loins,,,,,,,,,,,,,,,,,,,,,,,,
588,BL29,strengthens,Lumbar Spine,,,,,,,,,,,,,,,,,,,,,,,,
589,BL29,warms,Yang,,,,,,,,,,,,,,,,,,,,,,,,
590,BL29,dissipates,Cold,,,,,,,,,,,,,,,,,,,,,,,,
591,BL30,warms,Yang,,,,,,,,,,,,,,,,,,,,,,,,
592,BL30,regulates,Menses,,,,,,,,,,,,,,,,,,,,,,,,
593,BL30,courses,Channels,,,,,,,,,,,,,,,,,,,,,,,,
594,BL30,rectifies,Lower Burner,,,,,,,,,,,,,,,,,,,,,,,,
595,BL31,regulates,Lower Burner,,,,,,,,,,,,,,,,,,,,,,,,
596,BL31,tonifies,Elumbar Region,,,,,,,,,,,,,,,,,,,,,,,,
597,BL31,tonifies,Knees,,,,,,,,,,,,,,,,,,,,,,,,
598,BL31,nourishes,Kidneys,,,,,,,,,,,,,,,,,,,,,,,,
599,BL32,regulates,Lower Burner,,,,,,,,,,,,,,,,,,,,,,,,
600,BL32,tonifies,Lumbar Region,,,,,,,,,,,,,,,,,,,,,,,,
601,BL32,tonifies,Knees,,,,,,,,,,,,,,,,,,,,,,,,
602,BL32,nourishes,Kidneys,,,,,,,,,,,,,,,,,,,,,,,,
603,BL33,regulates,Lower Burner,,,,,,,,,,,,,,,,,,,,,,,,
604,BL33,tonifies,Lumbar Region,,,,,,,,,,,,,,,,,,,,,,,,
605,BL33,tonifies,Knees,,,,,,,,,,,,,,,,,,,,,,,,
606,BL33,nourishes,Kidneys,,,,,,,,,,,,,,,,,,,,,,,,
607,BL34,regulates,Lower Burner,,,,,,,,,,,,,,,,,,,,,,,,
608,BL34,tonifies,Lumbar Region,,,,,,,,,,,,,,,,,,,,,,,,
609,BL34,tonifies,Knees,,,,,,,,,,,,,,,,,,,,,,,,
610,BL34,nourishes,Kidneys,,,,,,,,,,,,,,,,,,,,,,,,
611,BL35,clears,Lower Burner Damp Heat,,,,,,,,,,,,,,,,,,,,,,,,
612,BL35,discharges,Lower Burner Damp Heat,,,,,,,,,,,,,,,,,,,,,,,,
613,BL36,soothes,Sinews,,,,,,,,,,,,,,,,,,,,,,,,
614,BL36,quickens,Connecting Vessels,,,,,,,,,,,,,,,,,,,,,,,,
615,BL37,strengthens,Lumbar Spine,,,,,,,,,,,,,,,,,,,,,,,,
616,BL37,soothes,Sinews,,,,,,,,,,,,,,,,,,,,,,,,
617,BL37,quickens,Connecting Vessels,,,,,,,,,,,,,,,,,,,,,,,,
618,BL37,relieves,Pain,,,,,,,,,,,,,,,,,,,,,,,,
619,BL38,soothes,Sinews,,,,,,,,,,,,,,,,,,,,,,,,
620,BL38,quickens,Connecting Vessels,,,,,,,,,,,,,,,,,,,,,,,,
621,BL38,quickens,Blood,,,,,,,,,,,,,,,,,,,,,,,,
622,BL38,relieves,Pain,,,,,,,,,,,,,,,,,,,,,,,,
623,BL38,clears,Lower Burner,,,,,,,,,,,,,,,,,,,,,,,,
624,BL38,disinhibits,Lower Burner,,,,,,,,,,,,,,,,,,,,,,,,
625,BL39,opens,Lower Burner Water Passages,,,,,,,,,,,,,,,,,,,,,,,,
626,BL39,stimulates,Fluid Transformation,,,,,,,,,,,,,,,,,,,,,,,,
627,BL39,stimulates,Fluids Excretion,,,,,,,,,,,,,,,,,,,,,,,,
628,BL39,benefits,Bladder,,,,,,,,,,,,,,,,,,,,,,,,
629,BL40,clears,Heat,,,,,,,,,,,,,,,,,,,,,,,,
630,BL40,resolves,Damp,,,,,,,,,,,,,,,,,,,,,,,,
631,BL40,relaxes,Sinews,,,,,,,,,,,,,,,,,,,,,,,,
632,BL40,removes,Channel Obstructions,,,,,,,,,,,,,,,,,,,,,,,,
633,BL40,cools,Blood,,,,,,,,,,,,,,,,,,,,,,,,
634,BL40,eliminates,Blood Stasis,,,,,,,,,,,,,,,,,,,,,,,,
635,BL40,clears,Summer Heat,,,,,,,,,,,,,,,,,,,,,,,,
636,BL41,courses,Wind,,,,,,,,,,,,,,,,,,,,,,,,
637,BL41,dissipates,Cold,,,,,,,,,,,,,,,,,,,,,,,,
638,BL41,soothes,Sinews,,,,,,,,,,,,,,,,,,,,,,,,
639,BL41,quickens,Connecting Vessels,,,,,,,,,,,,,,,,,,,,,,,,
640,BL42,stimulates,Lung Qi Descending,,,,,,,,,,,,,,,,,,,,,,,,
641,BL42,regulates,Qi,,,,,,,,,,,,,,,,,,,,,,,,
642,BL42,clears,Heat,,,,,,,,,,,,,,,,,,,,,,,,
643,BL42,stops,Cough,,,,,,,,,,,,,,,,,,,,,,,,
644,BL42,stops,Asthma,,,,,,,,,,,,,,,,,,,,,,,,
645,BL42,subdues,Rebellious Qi,,,,,,,,,,,,,,,,,,,,,,,,
646,BL43,tonifies,Qi,,,,,,,,,,,,,,,,,,,,,,,,
647,BL43,strengthens,Deficiency,,,,,,,,,,,,,,,,,,,,,,,,
648,BL43,nourishes,Essence,,,,,,,,,,,,,,,,,,,,,,,,
649,BL43,nourishes,Lung Yin,,,,,,,,,,,,,,,,,,,,,,,,
650,BL43,invigorates,Mind,,,,,,,,,,,,,,,,,,,,,,,,
651,BL43,stops,Cough,,,,,,,,,,,,,,,,,,,,,,,,
652,BL43,calms,Asthma,,,,,,,,,,,,,,,,,,,,,,,,
653,BL44,loosens,Chest,,,,,,,,,,,,,,,,,,,,,,,,
654,BL44,rectifies,Qi,,,,,,,,,,,,,,,,,,,,,,,,
655,BL44,suppresses,Cough,,,,,,,,,,,,,,,,,,,,,,,,
656,BL44,stabilizes,Dyspnea,,,,,,,,,,,,,,,,,,,,,,,,
657,BL44,soothes,Sinews,,,,,,,,,,,,,,,,,,,,,,,,
658,BL44,quickens,Connecting Vessels,,,,,,,,,,,,,,,,,,,,,,,,
659,BL45,resolves,Exterior,,,,,,,,,,,,,,,,,,,,,,,,
660,BL45,clears,Heat,,,,,,,,,,,,,,,,,,,,,,,,
661,BL45,diffuses,Lungs,,,,,,,,,,,,,,,,,,,,,,,,
662,BL45,rectifies,Qi,,,,,,,,,,,,,,,,,,,,,,,,
663,BL45,frees,Channels,,,,,,,,,,,,,,,,,,,,,,,,
664,BL45,quickens,Connecting Vessels,,,,,,,,,,,,,,,,,,,,,,,,
665,BL46,stops,Dysphagia,,,,,,,,,,,,,,,,,,,,,,,,
666,BL46,stops,Hiccups,,,,,,,,,,,,,,,,,,,,,,,,
667,BL46,stops,Vomiting,,,,,,,,,,,,,,,,,,,,,,,,
668,BL46,stops,Belching,,,,,,,,,,,,,,,,,,,,,,,,
669,BL46,relieves,Back Pain,,,,,,,,,,,,,,,,,,,,,,,,
670,BL46,relieves,Back Stiffness,,,,,,,,,,,,,,,,,,,,,,,,
671,BL47,regulates,Liver Qi,,,,,,,,,,,,,,,,,,,,,,,,
672,BL47,roots,Ethereal Soul,,,,,,,,,,,,,,,,,,,,,,,,
673,BL48,clears,Gallbladder,,,,,,,,,,,,,,,,,,,,,,,,
674,BL48,clears,Stomach,,,,,,,,,,,,,,,,,,,,,,,,
675,BL48,transforms,Damp Heat,,,,,,,,,,,,,,,,,,,,,,,,
676,BL49,tonifies,Spleen,,,,,,,,,,,,,,,,,,,,,,,,
677,BL49,stimulates,Memory,,,,,,,,,,,,,,,,,,,,,,,,
678,BL49,stimulates,Concentration,,,,,,,,,,,,,,,,,,,,,,,,
679,BL50,harmonizes,Stomach,,,,,,,,,,,,,,,,,,,,,,,,
680,BL50,transforms,Damp,,,,,,,,,,,,,,,,,,,,,,,,
681,BL50,rectifies,Qi,,,,,,,,,,,,,,,,,,,,,,,,
682,BL50,disinhibits,Center,,,,,,,,,,,,,,,,,,,,,,,,
683,BL51,regulates,Triple Burner,,,,,,,,,,,,,,,,,,,,,,,,
684,BL51,ensures,Smooth Triple Burner Qi Spread,,,,,,,,,,,,,,,,,,,,,,,,
685,BL52,tonifies,Kidney,,,,,,,,,,,,,,,,,,,,,,,,
686,BL52,strengthens,Back,,,,,,,,,,,,,,,,,,,,,,,,
687,BL52,reinforces,Will Power,,,,,,,,,,,,,,,,,,,,,,,,
688,BL53,opens,Lower Burner Water Passages,,,,,,,,,,,,,,,,,,,,,,,,
689,BL53,stimulates,Fluids Transformation,,,,,,,,,,,,,,,,,,,,,,,,
690,BL53,stimulates,Fluids Excretion,,,,,,,,,,,,,,,,,,,,,,,,
691,BL54,relaxes,Sinews,,,,,,,,,,,,,,,,,,,,,,,,
692,BL54,invigorates,Blood,,,,,,,,,,,,,,,,,,,,,,,,
693,BL54,clears,Heat,,,,,,,,,,,,,,,,,,,,,,,,
694,BL54,removes,Channel Obstructions,,,,,,,,,,,,,,,,,,,,,,,,
695,BL55,strengthens,Lumbus,,,,,,,,,,,,,,,,,,,,,,,,
696,BL55,boosts,Kidney,,,,,,,,,,,,,,,,,,,,,,,,
