MeSH ID,MeSH Term
D001164,Arteriovenous Fistula
D001165,Arteriovenous Malformations
D015210,"Arthritis, Gouty"
D001176,Arthrogryposis
D054880,Aspartylglucosaminuria
D001238,Asphyxia Neonatorum
D001260,Ataxia Telangiectasia
D056735,Autoimmune Lymphoproliferative Syndrome
D000083144,Autosomal Emery-Dreifuss Muscular Dystrophy
D020788,Bardet-Biedl Syndrome
D056889,Barth Syndrome
D001478,Basal Cell Nevus Syndrome
D001506,Beckwith-Wiedemann Syndrome
D001528,Behcet Syndrome
D044905,beta-Mannosidosis
D017086,beta-Thalassemia
D000082882,Bicuspid Aortic Valve Disease
D001656,Biliary Atresia
D028921,Biotinidase Deficiency
D058249,Birt-Hogg-Dube Syndrome
D001720,Birth Injuries
D001746,Bladder Exstrophy
D025861,"Blood Coagulation Disorders, Inherited"
D001816,Bloom Syndrome
D059327,Brachydactyly
D020739,"Brain Diseases, Metabolic, Inborn"
D055091,Bronchomalacia
D001997,Bronchopulmonary Dysplasia
D053840,Brugada Syndrome
D055534,"Bulbo-Spinal Atrophy, X-Linked"
D046589,CADASIL
D017825,Canavan Disease
D020165,Carbamoyl-Phosphate Synthase I Deficiency Disease
D002239,"Carbohydrate Metabolism, Inborn Errors"
D002311,"Cardiomyopathy, Dilated"
D024741,"Cardiomyopathy, Hypertrophic, Familial"
D018376,Cardiovascular Abnormalities
D056733,Carney Complex
D016767,Caroli Disease
D020216,Carotid-Cavernous Sinus Fistula
D020863,Central Nervous System Cysts
D020785,Central Nervous System Vascular Malformations
D028243,"Cerebral Amyloid Angiopathy, Familial"
D002607,Charcot-Marie-Tooth Disease
D058747,CHARGE Syndrome
D002609,Chediak-Higashi Syndrome
D002636,Cherubism
D002754,Choanal Atresia
D015529,Choledochal Cyst
D015217,Cholesterol Ester Storage Disease
D018902,"Chondrodysplasia Punctata, Rhizomelic"
D002821,Chorioamnionitis
D015794,Choroideremia
D025063,Chromosome Disorders
D002925,Ciliary Motility Disorders
D000072661,Ciliopathies
D020159,Citrullinemia
D054221,Classical Lissencephalies and Subcortical Band Heterotopias
D002971,Cleft Lip
D002972,Cleft Palate
D002973,Cleidocranial Dysplasia
D003025,Clubfoot
D003057,Cockayne Syndrome
D038921,Coffin-Lowry Syndrome
D003085,Colic
D003103,Coloboma
D003123,"Colorectal Neoplasms, Hereditary Nonpolyposis"
D000071700,Cone-Rod Dystrophies
D000013,Congenital Abnormalities
D000080984,Congenital Bone Marrow Failure Syndromes
D018981,Congenital Disorders of Glycosylation
D044903,Congenital Hyperinsulinism
D003409,Congenital Hypothyroidism
D065817,Congenital Microtia
D000080041,Congenitally Corrected Transposition of the Great Arteries
D046349,"Coproporphyria, Hereditary"
D003317,"Corneal Dystrophies, Hereditary"
D003330,Coronary Vessel Anomalies
D056685,Costello Syndrome
D019465,Craniofacial Abnormalities
D003394,Craniofacial Dysostosis
D003398,Craniosynostoses
D003410,Cri-du-Chat Syndrome
D003414,Crigler-Najjar Syndrome
D056587,Cryopyrin-Associated Periodic Syndromes
D003456,Cryptorchidism
D003483,Cutis Laxa
D015615,"Cystic Adenomatoid Malformation of Lung, Congenital"
D003550,Cystic Fibrosis
D003554,Cystinosis
D003555,Cystinuria
D007644,Darier Disease
D003635,De Lange Syndrome
D054062,Deaf-Blind Disorders
D057973,Dent Disease
D003744,Dental Enamel Hypoplasia
D003811,Dentinogenesis Imperfecta
D063169,Dentofacial Deformities
D030321,Denys-Drash Syndrome
D003876,"Dermatitis, Atopic"
D000082602,Developmental Dysplasia of the Hip
D003914,Dextrocardia
D003965,Diaphragmatic Eventration
D003970,Diastema
D004062,DiGeorge Syndrome
D004065,Digestive System Abnormalities
D058490,"Disorder of Sex Development, 46,XY"
D012734,Disorders of Sex Development
D049310,Distal Myopathies
D004310,Double Outlet Right Ventricle
D004314,Down Syndrome
D004370,Duane Retraction Syndrome
D004374,"Ductus Arteriosus, Patent"
D004392,Dwarfism
D004402,"Dysautonomia, Familial"
D019871,Dyskeratosis Congenita
D004416,Dysplastic Nevus Syndrome
D004422,Dystonia Musculorum Deformans
D004437,Ebstein Anomaly
D004476,Ectodermal Dysplasia
D053358,"Ectodermal Dysplasia 1, Anhidrotic"
D004479,Ectopia Lentis
D004535,Ehlers-Danlos Syndrome
D004541,Eisenmenger Complex
D004612,"Elliptocytosis, Hereditary"
D004613,Ellis-Van Creveld Syndrome
D004677,Encephalocele
D004694,Endocardial Cushion Defects
D004820,Epidermolysis Bullosa
D016107,Epidermolysis Bullosa Acquisita
D016108,Epidermolysis Bullosa Dystrophica
D016110,Epidermolysis Bullosa Simplex
D016109,"Epidermolysis Bullosa, Junctional"
D020936,"Epilepsy, Benign Neonatal"
D004842,Epispadias
D004863,Equinus Deformity
D004899,"Erythroblastosis, Fetal"
D004933,Esophageal Atresia
D005097,"Exostoses, Multiple Hereditary"
D005124,Eye Abnormalities
D015785,"Eye Diseases, Hereditary"
D000795,Fabry Disease
D005166,Factor V Deficiency
D005168,Factor VII Deficiency
D005171,Factor X Deficiency
D005173,Factor XI Deficiency
D005175,Factor XII Deficiency
D005177,Factor XIII Deficiency
D000080345,Familial Exudative Vitreoretinopathies
D053098,Familial Hypophosphatemic Rickets
D010505,Familial Mediterranean Fever
D000071070,Familial Multiple Lipomatosis
D005199,Fanconi Anemia
D005198,Fanconi Syndrome
D055577,Farber Lipogranulomatosis
D005236,Favism
D063647,Fetal Alcohol Spectrum Disorders
D005315,Fetal Diseases
D005317,Fetal Growth Retardation
D005311,Fetal Hypoxia
D005320,Fetal Macrosomia
D005330,Fetofetal Transfusion
D005331,Fetomaternal Transfusion
D005413,Flatfoot
D005489,Focal Dermal Hypoplasia
D005532,"Foot Deformities, Congenital"
D054092,"Foramen Ovale, Patent"
D005600,Fragile X Syndrome
D058497,Fraser Syndrome
D052159,Frasier Syndrome
D005621,Friedreich Ataxia
D005633,Fructose Intolerance
D015318,"Fructose Metabolism, Inborn Errors"
D005642,Fuchs' Endothelial Dystrophy
D005645,Fucosidosis
D005660,Funnel Chest
D000069337,Fused Kidney
D005693,Galactosemias
D005733,Gangliosidoses
D020143,"Gangliosidoses, GM2"
D016537,"Gangliosidosis, GM1"
D005736,Gardner Syndrome
D020139,Gastroschisis
D000077428,GATA2 Deficiency
D005776,Gaucher Disease
D030342,"Genetic Diseases, Inborn"
D040181,"Genetic Diseases, X-Linked"
D056768,Giant Axonal Neuropathy
D005878,Gilbert Disease
D053579,Gitelman Syndrome
D005955,Glucosephosphate Dehydrogenase Deficiency
D006008,Glycogen Storage Disease
D005953,Glycogen Storage Disease Type I
D006009,Glycogen Storage Disease Type II
D052120,Glycogen Storage Disease Type IIb
D006010,Glycogen Storage Disease Type III
D006011,Glycogen Storage Disease Type IV
D006012,Glycogen Storage Disease Type V
D006013,Glycogen Storage Disease Type VI
D006014,Glycogen Storage Disease Type VII
D006015,Glycogen Storage Disease Type VIII
D006030,"Glycosuria, Renal"
D006053,Goldenhar Syndrome
D006059,Gonadal Dysgenesis
D006073,Gout
D006105,"Granulomatous Disease, Chronic"
D049970,Graves Ophthalmopathy
D055652,Gray Platelet Syndrome
D015799,Gyrate Atrophy
D006223,"Hamartoma Syndrome, Multiple"
D006228,"Hand Deformities, Congenital"
D006330,"Heart Defects, Congenital"
D006343,Heart Septal Defects
D006344,"Heart Septal Defects, Atrial"
D006345,"Heart Septal Defects, Ventricular"
D020786,"Hemangioma, Cavernous, Central Nervous System"
D065705,Hemimegalencephaly
D006432,Hemochromatosis
D006445,Hemoglobin C Disease
D006450,Hemoglobin SC Disease
D006453,Hemoglobinopathies
D006467,Hemophilia A
D002836,Hemophilia B
D006527,Hepatolenticular Degeneration
D056660,Hereditary Autoinflammatory Diseases
D061325,Hereditary Breast and Ovarian Cancer Syndrome
D020279,Hereditary Central Nervous System Demyelinating Diseases
D000081208,Hereditary Complement Deficiency Diseases
D009477,Hereditary Sensory and Autonomic Neuropathies
D015417,Hereditary Sensory and Motor Neuropathy
D020271,"Heredodegenerative Disorders, Nervous System"
D022861,Hermanski-Pudlak Syndrome
D006554,"Hernia, Umbilical"
D065630,"Hernias, Diaphragmatic, Congenital"
D059446,Heterotaxy Syndrome
D006618,"Hip Dislocation, Congenital"
D006627,Hirschsprung Disease
D016142,Holoprosencephaly
D006712,Homocystinuria
D006816,Huntington Disease
D006819,Hyaline Membrane Disease
,"Hyalinosis, Systemic"
D006832,Hydranencephaly
D006871,Hydrophthalmos
D015160,Hydrops Fetalis
D053306,Hyper-IgM Immunodeficiency Syndrome
D053307,"Hyper-IgM Immunodeficiency Syndrome, Type 1"
D017588,Hyperandrogenism
D020162,Hyperargininemia
D051556,"Hyperbilirubinemia, Neonatal"
D020158,"Hyperglycinemia, Nonketotic"
D020138,Hyperhomocysteinemia
D017488,"Hyperkeratosis, Epidermolytic"
D006950,"Hyperlipidemia, Familial Combined"
D008072,Hyperlipoproteinemia Type I
D006938,Hyperlipoproteinemia Type II
D006952,Hyperlipoproteinemia Type III
D006953,Hyperlipoproteinemia Type IV
D006954,Hyperlipoproteinemia Type V
D006960,"Hyperoxaluria, Primary"
D006972,Hypertelorism
D052456,Hypoalphalipoproteinemias
D006995,Hypobetalipoproteinemias
D020514,Hypokalemic Periodic Paralysis
D007009,Hypolipoproteinemias
D007014,Hypophosphatasia
D007015,"Hypophosphatemia, Familial"
D018636,Hypoplastic Left Heart Syndrome
D007020,Hypoprothrombinemias
D007021,Hypospadias
D016113,"Ichthyosiform Erythroderma, Congenital"
D007057,Ichthyosis
D016112,Ichthyosis Vulgaris
D017490,"Ichthyosis, Lamellar"
D016114,"Ichthyosis, X-Linked"
D007184,Incontinentia Pigmenti
D007232,"Infant, Newborn, Diseases"
D007235,"Infant, Premature, Diseases"
D007409,Intestinal Atresia
D002538,Intracranial Arteriovenous Malformations
D056830,Isolated Noncompaction of the Ventricular Myocardium
D054868,Jacobsen Distal 11q Deletion Syndrome
D007567,"Jaundice, Neonatal"
D007569,Jaw Abnormalities
D029593,Jervell-Lange Nielsen Syndrome
D007589,Job Syndrome
D017436,Kallmann Syndrome
D007619,Kartagener Syndrome
D007645,"Keratoderma, Palmoplantar"
D015776,"Keratoderma, Palmoplantar, Diffuse"
D007647,Kernicterus
D007713,Klinefelter Syndrome
D007714,Klippel-Feil Syndrome
D007787,Lactose Intolerance
D020192,Lafora Disease
D000083083,Laminopathies
D046150,Laron Syndrome
D055092,Laryngomalacia
D007829,Laryngostenosis
D007849,Laurence-Moon Syndrome
D007863,Lecithin Cholesterol Acyltransferase Deficiency
D007888,Leigh Disease
D065768,Lennox Gastaut Syndrome
D044542,LEOPARD Syndrome
D007926,Lesch-Nyhan Syndrome
D018370,Leukocyte-Adhesion Deficiency Syndrome
D007965,"Leukodystrophy, Globoid Cell"
D007966,"Leukodystrophy, Metachromatic"
D007969,"Leukomalacia, Periventricular"
D016864,Li-Fraumeni Syndrome
D056929,Liddle Syndrome
D017880,"Limb Deformities, Congenital"
D008052,"Lipid Metabolism, Inborn Errors"
D008064,Lipidoses
D052497,"Lipodystrophy, Congenital Generalized"
D052496,"Lipodystrophy, Familial Partial"
D054082,Lissencephaly
D055947,Loeys-Dietz Syndrome
D008133,Long QT Syndrome
D038061,"Lower Extremity Deformities, Congenital"
D008201,"Lymphangiectasis, Intestinal"
D044148,Lymphatic Abnormalities
D016464,Lysosomal Storage Diseases
D017827,Machado-Joseph Disease
D054220,Malformations of Cortical Development
D054081,"Malformations of Cortical Development, Group II"
D008342,Mandibulofacial Dysostosis
D044904,Mannosidase Deficiency Diseases
D008375,Maple Syrup Urine Disease
D008382,Marfan Syndrome
D019767,Maxillofacial Abnormalities
D062108,May-Thurner Syndrome
D008471,Meconium Aspiration Syndrome
D058627,Megalencephaly
D017241,MELAS Syndrome
D008588,Meningocele
D008591,Meningomyelocele
D007706,Menkes Kinky Hair Syndrome
,"Mental Retardation, X-Linked"
D008661,"Metabolism, Inborn Errors"
D008664,"Metal Metabolism, Inborn Errors"
D054078,Mevalonate Kinase Deficiency
D008831,Microcephaly
D008844,Micrognathism
D008850,Microphthalmos
D008865,Microstomia
D043204,"Mineralocorticoid Excess Syndrome, Apparent"
D020331,Mobius Syndrome
D009056,Mouth Abnormalities
D009081,Mucolipidoses
D009083,Mucopolysaccharidoses
D008059,Mucopolysaccharidosis I
D016532,Mucopolysaccharidosis II
D009084,Mucopolysaccharidosis III
D009085,Mucopolysaccharidosis IV
D009087,Mucopolysaccharidosis VI
D016538,Mucopolysaccharidosis VII
D055653,Muir-Torre Syndrome
D021782,Multicystic Dysplastic Kidney
D054069,Multiple Acyl Coenzyme A Dehydrogenase Deficiency
D009377,Multiple Endocrine Neoplasia
D018761,Multiple Endocrine Neoplasia Type 1
D018813,Multiple Endocrine Neoplasia Type 2a
D018814,Multiple Endocrine Neoplasia Type 2b
D052517,Multiple Sulfatase Deficiency Disease
D009136,Muscular Dystrophies
D049288,"Muscular Dystrophies, Limb-Girdle"
D020388,"Muscular Dystrophy, Duchenne"
D020389,"Muscular Dystrophy, Emery-Dreifuss"
D020391,"Muscular Dystrophy, Facioscapulohumeral"
D039141,"Muscular Dystrophy, Oculopharyngeal"
D009139,Musculoskeletal Abnormalities
D020294,"Myasthenic Syndromes, Congenital"
D054084,Myocardial Bridging
D009224,Myotonia Congenita
D009223,Myotonic Dystrophy
D009261,Nail-Patella Syndrome
D009357,Neonatal Abstinence Syndrome
D000076984,Neonatal Brachial Plexus Palsy
D000071074,Neonatal Sepsis
D009386,"Neoplastic Syndromes, Hereditary"
D009394,"Nephritis, Hereditary"
D009421,Nervous System Malformations
D046768,Nesidioblastosis
D056770,Netherton Syndrome
D009436,Neural Tube Defects
D054546,Neuroacanthocytosis
D020752,Neurocutaneous Syndromes
D017253,Neurofibromatoses
D009456,Neurofibromatosis 1
D016518,Neurofibromatosis 2
D009472,Neuronal Ceroid-Lipofuscinoses
D054000,"Nevus, Sebaceous of Jadassohn"
D052536,"Niemann-Pick Disease, Type A"
D052537,"Niemann-Pick Disease, Type B"
D052556,"Niemann-Pick Disease, Type C"
D009542,Niemann-Pick Diseases
D009634,Noonan Syndrome
D053589,Nuchal Cord
D020417,"Nystagmus, Congenital"
D009800,Oculocerebrorenal Syndrome
D009849,Olivopontocerebellar Atrophies
D009878,Ophthalmia Neonatorum
D015418,"Optic Atrophies, Hereditary"
D029241,"Optic Atrophy, Autosomal Dominant"
D029242,"Optic Atrophy, Hereditary, Leber"
D000080344,Optic Nerve Hypoplasia
D020163,Ornithine Carbamoyltransferase Deficiency Disease
D009958,Orofaciodigital Syndromes
D010004,"Osteoarthropathy, Primary Hypertrophic"
D010009,Osteochondrodysplasias
D010013,Osteogenesis Imperfecta
D053549,Pachyonychia Congenita
D000699,"Pain Insensitivity, Congenital"
D054975,Pallister-Hall Syndrome
D006211,Pantothenate Kinase-Associated Neurodegeneration
D010214,Papillon-Lefevre Disease
D020513,"Paralysis, Hyperkalemic Periodic"
D010246,"Paralysis, Obstetric"
D066166,Pectus Carinatum
D020371,Pelizaeus-Merzbacher Disease
D016506,"Pemphigus, Benign Familial"
D058502,Pentalogy of Cantrell
D054091,Periventricular Nodular Heterotopia
D018901,Peroxisomal Disorders
D010547,Persistent Fetal Circulation Syndrome
D054514,Persistent Hyperplastic Primary Vitreous
D010580,Peutz-Jeghers Syndrome
D017042,"Phenylketonuria, Maternal"
D010661,Phenylketonurias
D016116,Piebaldism
D010855,Pierre Robin Syndrome
D059041,Plagiocephaly
D049068,"Plagiocephaly, Nonsynostotic"
D010985,Platybasia
D016878,POEMS Syndrome
D007690,Polycystic Kidney Diseases
D016891,"Polycystic Kidney, Autosomal Dominant"
D017044,"Polycystic Kidney, Autosomal Recessive"
D017689,Polydactyly
D065706,Polymicrogyria
D017499,Porokeratosis
D017119,Porphyria Cutanea Tarda
D017118,"Porphyria, Acute Intermittent"
D017092,"Porphyria, Erythropoietic"
D046350,"Porphyria, Variegate"
D017094,"Porphyrias, Hepatic"
D019339,Port-Wine Stain
D011218,Prader-Willi Syndrome
D000081207,Primary Immunodeficiency Diseases
D011371,Progeria
D011378,Prognathism
D056732,Prolidase Deficiency
D056693,Propionic Acidemia
D020151,Protein C Deficiency
D016715,Proteus Syndrome
D046351,"Protoporphyria, Erythropoietic"
D011546,Pseudohypoaldosteronism
D011547,Pseudohypoparathyroidism
D011556,Pseudopseudohypoparathyroidism
D011561,Pseudoxanthoma Elasticum
D018633,Pulmonary Atresia
D011686,"Purine-Pyrimidine Metabolism, Inborn Errors"
D058536,Pyelectasis
D015324,Pyruvate Carboxylase Deficiency Disease
D015325,Pyruvate Dehydrogenase Complex Deficiency Disease
D015323,"Pyruvate Metabolism, Inborn Errors"
D012035,Refsum Disease
D052919,"Refsum Disease, Infantile"
D015499,"Renal Tubular Transport, Inborn Errors"
D012127,"Respiratory Distress Syndrome, Newborn"
D015619,Respiratory System Abnormalities
D012174,Retinitis Pigmentosa
D012178,Retinopathy of Prematurity
D063173,Retrognathia
D015518,Rett Syndrome
D029597,Romano-Ward Syndrome
D011038,Rothmund-Thomson Syndrome
D012410,"Rubella Syndrome, Congenital"
D012415,Rubinstein-Taybi Syndrome
D012497,Sandhoff Disease
D058088,Sarcoglycanopathies
D012587,Scimitar Syndrome
D025962,Septo-Optic Dysplasia
D016511,Severe Combined Immunodeficiency
D025064,Sex Chromosome Disorders
D029461,Sialic Acid Storage Disease
D012805,Sickle Cell Trait
D056730,Silver-Russell Syndrome
D058529,Single Umbilical Artery
D012857,Situs Inversus
D016111,Sjogren-Larsson Syndrome
D012868,Skin Abnormalities
D012873,"Skin Diseases, Genetic"
D019082,Smith-Lemli-Opitz Syndrome
D058496,Smith-Magenis Syndrome
D058495,Sotos Syndrome
D015419,"Spastic Paraplegia, Hereditary"
D013103,"Spherocytosis, Hereditary"
D013106,Sphingolipidoses
D016137,Spina Bifida Cystica
D016136,Spina Bifida Occulta
D016135,Spinal Dysraphism
D014897,Spinal Muscular Atrophies of Childhood
D020754,Spinocerebellar Ataxias
D013132,Spinocerebellar Degenerations
D000080362,Stargardt Disease
D043202,"Steroid Metabolism, Inborn Errors"
D018640,Stomatognathic System Abnormalities
D052516,Sulfatidosis
D013576,Syndactyly
D013580,Synostosis
D013590,"Syphilis, Congenital"
D000070558,Talipes
D000070589,Talipes Cavus
D013631,Tangier Disease
D000070604,Tarsal Coalition
D013661,Tay-Sachs Disease
D049290,"Tay-Sachs Disease, AB Variant"
D013683,"Telangiectasia, Hereditary Hemorrhagic"
D013771,Tetralogy of Fallot
D013789,Thalassemia
D013915,Thrombasthenia
D054098,"Thrombocytopenia, Neonatal Alloimmune"
D050033,Thyroid Dysgenesis
D014071,Tooth Abnormalities
D014096,"Tooth, Supernumerary"
D005879,Tourette Syndrome
D014125,"Toxoplasmosis, Congenital"
D055089,Tracheobronchomalacia
D014137,Tracheobronchomegaly
D055090,Tracheomalacia
D059245,Transient Tachypnea of the Newborn
D014188,Transposition of Great Vessels
D054463,Trichothiodystrophy Syndromes
D018785,Tricuspid Atresia
D000073839,Trisomy 13 Syndrome
D000073842,Trisomy 18 Syndrome
D014339,"Truncus Arteriosus, Persistent"
D014402,Tuberous Sclerosis
D014424,Turner Syndrome
D014428,"Twins, Conjoined"
D020176,Tyrosinemias
D000080039,Univentricular Heart
D020194,Unverricht-Lundborg Syndrome
